State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Haryana,Palwal,Palwal,Water Melon,Other,Medium,26/05/2024,1000,1200,1100,73
Haryana,Hissar,Barwala(Hisar),Bitter gourd,Other,FAQ,26/05/2024,1500,2000,1800,81
Himachal Pradesh,Solan,Solan,Water Melon,Water Melon,Medium,26/05/2024,1300,1500,1500,73
Haryana,Karnal,"New Grain Market(main), Karnal",Bitter gourd,Other,FAQ,26/05/2024,1000,1200,1100,81
Haryana,Mahendragarh-Narnaul,Narnaul,Bitter gourd,Other,FAQ,26/05/2024,1000,2000,1200,81
Haryana,Mewat,Nuh,Bitter gourd,Other,FAQ,26/05/2024,1000,1000,1000,81
Haryana,Sonipat,Sonepat,Bitter gourd,Other,FAQ,26/05/2024,1900,2000,2000,81
Himachal Pradesh,Kullu,Kullu,Bitter gourd,Other,FAQ,26/05/2024,2500,3000,2600,81
Punjab,Moga,Kot ise Khan,Water Melon,Other,Large,26/05/2024,600,0,700,73
Uttar Pradesh,Jhansi,Mauranipur,Gur(Jaggery),Yellow,FAQ,26/05/2024,3750,3950,3880,74
Uttar Pradesh,Kanpur Dehat,Jhijhank,Gur(Jaggery),Red,FAQ,26/05/2024,3850,4050,3960,74
Uttar Pradesh,Khiri (Lakhimpur),Tikonia,Gur(Jaggery),Other,FAQ,26/05/2024,1020,1150,1050,74
Chattisgarh,Rajnandgaon,Rajnandgaon,Mousambi(Sweet Lime),Mousambi,Medium,26/05/2024,8000,10000,9000,77
Odisha,Sundergarh,Sargipali,Brinjal,Other,FAQ,26/05/2024,1000,1500,1200,35
Punjab,Amritsar,Ajnala,Brinjal,Brinjal,FAQ,26/05/2024,1750,1850,1800,35
Punjab,Jalandhar,Lohian Khas,Brinjal,Other,FAQ,26/05/2024,400,800,600,35
Kerala,Ernakulam,Perumbavoor,Field Pea,Field Pea,FAQ,26/05/2024,6500,7500,7000,64
Telangana,Warangal,Warangal,Field Pea,Field Pea,FAQ,26/05/2024,5500,6000,5750,64
Punjab,Moga,Kot ise Khan,Brinjal,Other,FAQ,26/05/2024,600,800,700,35
Punjab,Patiala,Rajpura,Brinjal,Other,FAQ,26/05/2024,800,1000,900,35
Punjab,Tarntaran,Patti,Brinjal,Other,FAQ,26/05/2024,500,600,530,35
Rajasthan,Alwar,Alwar (F&V),Brinjal,Other,FAQ,26/05/2024,1300,1700,1500,35
Kerala,Kollam,Chathanoor,Brinjal,Other,FAQ,26/05/2024,5800,6200,6000,35
Kerala,Pathanamthitta,Omalloor,Brinjal,Brinjal,FAQ,26/05/2024,3500,4500,4000,35
West Bengal,Coochbehar,Mekhliganj,Potato,Jyoti,FAQ,26/05/2024,2000,2050,2025,24
West Bengal,Dakshin Dinajpur,Gangarampur(Dakshin Dinajpur),Potato,Local,FAQ,26/05/2024,2000,2400,2200,24
West Bengal,Darjeeling,Siliguri,Potato,Jyoti,FAQ,26/05/2024,2000,2050,2020,24
West Bengal,Malda,English Bazar,Potato,Jyoti,FAQ,26/05/2024,2300,2400,2350,24
West Bengal,Malda,English Bazar,Potato,Local,FAQ,26/05/2024,1850,2000,1900,24
Kerala,Kollam,Anchal,Ashgourd,Other,FAQ,26/05/2024,6500,6700,6600,83
Kerala,Palakad,Koduvayoor,Ashgourd,Other,FAQ,26/05/2024,1600,2200,2000,83
Punjab,Patiala,Rajpura,Water Melon,Other,Medium,26/05/2024,700,1100,900,73
Punjab,Sangrur,Ahmedgarh,Water Melon,Other,Medium,26/05/2024,1800,2000,1800,73
Punjab,Sangrur,Ahmedgarh,Water Melon,Other,Small,26/05/2024,1500,1700,1500,73
Uttar Pradesh,Amroha,Amroha,Water Melon,Water Melon,Medium,26/05/2024,750,900,840,73
Karnataka,Mysore,Mysore (Bandipalya),Chilly Capsicum,Chilly Capsicum,FAQ,26/05/2024,5000,6000,5500,88
